R1,R2,CTest1,CTest2,VJump1,VJump2,30m,PH1,PH2,PH3,PH4,PH5,PHA,PHB,PHV,PHF,Reac1,Reac2,Reac3,Reac4,RA,RB,RV,RF,S1,S2,S3,S4,SA,SB,SV,SF,PS1,PS2,PS3,PS4,PSA,PSB,PSV,PSF,Branch
6.5,5.5,52.63,-1.0,31.29966,31.035479,5.494,4.0,5.0,3.0,1.0,3.0,26.24,25.6,24.32,22.4,3.0,4.0,5.0,4.0,24.0,22.4,25.6,24.0,3.0,1.0,2.0,4.0,5.5,10.5,7.0,10.5,3.0,4.0,1.0,1.0,8.1,4.95,7.2,6.3,2
8.0,7.0,32.621,31.838,39.196865,39.5711,4.385,3.0,5.0,2.0,4.0,5.0,31.16,30.4,28.88,26.6,5.0,3.0,2.0,2.0,18.0,16.8,19.2,18.0,4.0,4.0,1.0,5.0,7.7,14.7,9.8,14.7,4.0,1.0,2.0,5.0,10.8,6.6,9.6,8.4,1
8.0,7.0,62.952,-1.0,28.806562,32.356743,5.224,5.0,2.0,3.0,1.0,4.0,24.6,24.0,22.8,21.0,5.0,1.0,1.0,2.0,13.5,12.6,14.4,13.5,5.0,2.0,3.0,4.0,7.7,14.7,9.8,14.7,2.0,4.0,5.0,1.0,10.8,6.6,9.6,8.4,3
7.5,6.0,58.962,-1.0,0.0,34.293278,4.84,1.0,4.0,5.0,3.0,5.0,29.52,28.8,27.36,25.2,5.0,1.0,3.0,5.0,21.0,19.6,22.4,21.0,1.0,3.0,2.0,4.0,5.5,10.5,7.0,10.5,5.0,2.0,1.0,1.0,8.1,4.95,7.2,6.3,2
6.0,6.5,60.631,-1.0,34.34867,34.923115,5.08,1.0,4.0,2.0,2.0,3.0,19.68,19.2,18.24,16.8,5.0,1.0,5.0,3.0,21.0,19.6,22.4,21.0,4.0,3.0,2.0,5.0,7.7,14.7,9.8,14.7,1.0,2.0,1.0,5.0,8.1,4.95,7.2,6.3,1
3.0,5.0,34.58,32.85,38.68,40.35,4.57,4.0,3.0,5.0,3.0,4.0,31.16,30.4,28.88,26.6,2.0,4.0,3.0,3.0,18.0,16.8,19.2,18.0,1.0,5.0,3.0,1.0,5.5,10.5,7.0,10.5,1.0,3.0,1.0,1.0,5.4,3.3,4.8,4.2,2
6.0,7.0,28.372,28.422,46.224037,46.224792,4.475,5.0,5.0,2.0,2.0,2.0,26.24,25.6,24.32,22.4,1.0,1.0,3.0,3.0,12.0,11.2,12.8,12.0,1.0,3.0,2.0,1.0,3.85,7.35,4.9,7.35,2.0,2.0,4.0,1.0,8.1,4.95,7.2,6.3,3
2.5,5.0,53.673,-1.0,44.31325,-2.0,5.187,3.0,3.0,4.0,2.0,5.0,27.88,27.2,25.84,23.8,2.0,5.0,1.0,1.0,13.5,12.6,14.4,13.5,4.0,2.0,3.0,2.0,6.05,11.55,7.7,11.55,4.0,2.0,2.0,5.0,11.7,7.15,10.4,9.1,3
5.0,4.0,29.023,27.746,39.409122,43.397495,4.093,3.0,1.0,1.0,4.0,4.0,21.32,20.8,19.76,18.2,4.0,2.0,5.0,1.0,18.0,16.8,19.2,18.0,4.0,2.0,4.0,3.0,7.15,13.65,9.1,13.65,5.0,3.0,1.0,1.0,9.0,5.5,8.0,7.0,1
4.0,3.0,27.297,27.088,41.341972,41.96048,3.85,2.0,2.0,2.0,4.0,5.0,24.6,24.0,22.8,21.0,1.0,4.0,3.0,2.0,15.0,14.0,16.0,15.0,2.0,2.0,5.0,2.0,6.05,11.55,7.7,11.55,3.0,1.0,3.0,1.0,7.2,4.4,6.4,5.6,3
6.5,6.0,58.634,-1.0,40.72933,43.855423,4.474,2.0,5.0,2.0,2.0,3.0,22.96,22.4,21.28,19.6,2.0,1.0,1.0,5.0,13.5,12.6,14.4,13.5,4.0,1.0,1.0,2.0,4.4,8.4,5.6,8.4,5.0,4.0,5.0,5.0,17.1,10.45,15.2,13.3,3
6.5,6.0,65.09,-1.0,37.48702,39.409122,4.695,4.0,3.0,4.0,5.0,3.0,31.16,30.4,28.88,26.6,4.0,2.0,1.0,2.0,13.5,12.6,14.4,13.5,3.0,2.0,4.0,5.0,7.7,14.7,9.8,14.7,3.0,1.0,4.0,5.0,11.7,7.15,10.4,9.1,4
8.0,7.0,55.012,-1.0,40.210796,36.11383,5.225,2.0,1.0,1.0,5.0,5.0,22.96,22.4,21.28,19.6,3.0,4.0,3.0,2.0,18.0,16.8,19.2,18.0,1.0,4.0,5.0,4.0,7.7,14.7,9.8,14.7,1.0,4.0,3.0,1.0,8.1,4.95,7.2,6.3,1
4.0,4.0,26.992,27.393,40.3882,39.409122,4.236,2.0,4.0,4.0,4.0,5.0,31.16,30.4,28.88,26.6,4.0,2.0,5.0,1.0,18.0,16.8,19.2,18.0,5.0,1.0,3.0,1.0,5.5,10.5,7.0,10.5,3.0,1.0,4.0,2.0,9.0,5.5,8.0,7.0,2
7.0,8.0,27.74,26.59,18.84,40.39,3.87,4.0,2.0,3.0,5.0,5.0,31.16,30.4,28.88,26.6,4.0,3.0,3.0,1.0,16.5,15.4,17.6,16.5,4.0,1.0,3.0,3.0,6.05,11.55,7.7,11.55,4.0,3.0,4.0,1.0,10.8,6.6,9.6,8.4,4
8.0,2.0,27.042,27.235,34.807796,36.87457,4.318,3.0,5.0,3.0,1.0,3.0,24.6,24.0,22.8,21.0,3.0,4.0,5.0,3.0,22.5,21.0,24.0,22.5,4.0,3.0,2.0,4.0,7.15,13.65,9.1,13.65,2.0,4.0,2.0,1.0,8.1,4.95,7.2,6.3,1
6.5,7.0,55.743,-1.0,38.44207,31.138077,4.497,3.0,5.0,1.0,4.0,5.0,29.52,28.8,27.36,25.2,2.0,4.0,2.0,2.0,15.0,14.0,16.0,15.0,3.0,3.0,2.0,3.0,6.05,11.55,7.7,11.55,3.0,1.0,4.0,3.0,9.9,6.05,8.8,7.7,3
8.0,7.0,49.916,-1.0,31.96282,36.448875,5.085,3.0,5.0,4.0,2.0,5.0,31.16,30.4,28.88,26.6,5.0,3.0,2.0,1.0,16.5,15.4,17.6,16.5,3.0,2.0,1.0,4.0,5.5,10.5,7.0,10.5,5.0,4.0,5.0,4.0,16.2,9.9,14.4,12.6,3
7.0,6.5,73.66,-1.0,0.0,34.020344,5.63,3.0,4.0,4.0,1.0,4.0,26.24,25.6,24.32,22.4,2.0,2.0,2.0,1.0,10.5,9.8,11.2,10.5,5.0,3.0,5.0,2.0,8.25,15.75,10.5,15.75,3.0,1.0,3.0,4.0,9.9,6.05,8.8,7.7,3
4.0,4.5,53.512,-1.0,42.00625,43.051735,4.439,1.0,2.0,1.0,4.0,5.0,21.32,20.8,19.76,18.2,4.0,3.0,1.0,5.0,19.5,18.2,20.8,19.5,4.0,2.0,4.0,4.0,7.7,14.7,9.8,14.7,1.0,1.0,2.0,5.0,8.1,4.95,7.2,6.3,1
7.5,6.0,47.396,-1.0,46.819557,50.65129,4.502,4.0,1.0,2.0,2.0,1.0,16.4,16.0,15.2,14.0,5.0,3.0,2.0,1.0,16.5,15.4,17.6,16.5,2.0,1.0,4.0,4.0,6.05,11.55,7.7,11.55,3.0,4.0,4.0,2.0,11.7,7.15,10.4,9.1,3
6.0,6.0,64.64,-1.0,43.397495,41.379276,4.868,1.0,3.0,2.0,3.0,5.0,22.96,22.4,21.28,19.6,5.0,1.0,1.0,4.0,16.5,15.4,17.6,16.5,1.0,3.0,4.0,4.0,6.6,12.6,8.4,12.6,2.0,5.0,1.0,3.0,9.9,6.05,8.8,7.7,3
5.5,3.0,53.08,-1.0,36.54399,31.138077,4.949,4.0,4.0,1.0,5.0,2.0,26.24,25.6,24.32,22.4,3.0,2.0,2.0,5.0,18.0,16.8,19.2,18.0,1.0,5.0,3.0,1.0,5.5,10.5,7.0,10.5,4.0,5.0,4.0,2.0,13.5,8.25,12.0,10.5,2
7.0,2.0,27.183,26.999,41.87489,37.55688,4.251,5.0,4.0,3.0,2.0,1.0,24.6,24.0,22.8,21.0,5.0,5.0,4.0,5.0,28.5,26.6,30.4,28.5,3.0,5.0,4.0,2.0,7.7,14.7,9.8,14.7,2.0,4.0,5.0,5.0,14.4,8.8,12.8,11.2,0
5.0,5.0,29.494,27.819,43.397495,35.61297,4.059,4.0,3.0,1.0,5.0,3.0,26.24,25.6,24.32,22.4,5.0,4.0,2.0,4.0,22.5,21.0,24.0,22.5,4.0,2.0,5.0,4.0,8.25,15.75,10.5,15.75,4.0,1.0,5.0,5.0,13.5,8.25,12.0,10.5,0
6.0,4.0,31.869,26.637,43.397495,40.3882,4.059,4.0,3.0,4.0,4.0,3.0,29.52,28.8,27.36,25.2,1.0,3.0,4.0,1.0,13.5,12.6,14.4,13.5,2.0,2.0,3.0,1.0,4.4,8.4,5.6,8.4,5.0,5.0,3.0,4.0,15.3,9.35,13.6,11.9,4
8.0,7.0,28.04,27.88,44.45931,37.963593,3.897,3.0,4.0,2.0,5.0,2.0,26.24,25.6,24.32,22.4,1.0,5.0,2.0,4.0,18.0,16.8,19.2,18.0,4.0,4.0,5.0,3.0,8.8,16.8,11.2,16.8,1.0,5.0,2.0,2.0,9.0,5.5,8.0,7.0,1
5.0,5.5,66.587,-1.0,29.432209,15.623096,4.807,3.0,1.0,2.0,3.0,2.0,18.04,17.6,16.72,15.4,1.0,3.0,4.0,4.0,18.0,16.8,19.2,18.0,4.0,5.0,2.0,3.0,7.7,14.7,9.8,14.7,2.0,5.0,2.0,5.0,12.6,7.7,11.2,9.8,0
5.0,3.5,72.059,-1.0,36.341877,18.605711,5.192,3.0,2.0,3.0,2.0,5.0,24.6,24.0,22.8,21.0,3.0,1.0,4.0,2.0,15.0,14.0,16.0,15.0,2.0,3.0,1.0,1.0,3.85,7.35,4.9,7.35,1.0,3.0,1.0,3.0,7.2,4.4,6.4,5.6,3
7.0,7.0,26.467,26.303,42.022896,42.33511,4.123,4.0,3.0,1.0,1.0,3.0,19.68,19.2,18.24,16.8,3.0,3.0,4.0,5.0,22.5,21.0,24.0,22.5,3.0,1.0,1.0,3.0,4.4,8.4,5.6,8.4,1.0,1.0,5.0,2.0,8.1,4.95,7.2,6.3,2
7.0,6.0,27.845,28.82,37.48702,41.379276,3.948,1.0,2.0,4.0,3.0,4.0,22.96,22.4,21.28,19.6,1.0,3.0,1.0,3.0,12.0,11.2,12.8,12.0,1.0,4.0,3.0,2.0,5.5,10.5,7.0,10.5,1.0,4.0,2.0,1.0,7.2,4.4,6.4,5.6,3
4.5,5.5,61.576,-1.0,45.23575,41.865574,4.749,5.0,4.0,5.0,2.0,1.0,27.88,27.2,25.84,23.8,1.0,4.0,1.0,4.0,15.0,14.0,16.0,15.0,3.0,5.0,2.0,4.0,7.7,14.7,9.8,14.7,2.0,4.0,5.0,4.0,13.5,8.25,12.0,10.5,3
6.5,6.5,57.257,-1.0,51.329624,-2.0,4.407,3.0,1.0,5.0,2.0,4.0,24.6,24.0,22.8,21.0,5.0,2.0,1.0,3.0,16.5,15.4,17.6,16.5,2.0,1.0,5.0,3.0,6.05,11.55,7.7,11.55,3.0,2.0,3.0,1.0,8.1,4.95,7.2,6.3,3
4.0,6.5,57.346,-1.0,30.279137,26.963509,4.757,3.0,1.0,2.0,5.0,5.0,26.24,25.6,24.32,22.4,5.0,5.0,2.0,5.0,25.5,23.8,27.2,25.5,1.0,2.0,2.0,5.0,5.5,10.5,7.0,10.5,2.0,5.0,3.0,3.0,11.7,7.15,10.4,9.1,2
7.0,6.0,66.661,-1.0,-2.0,26.805635,5.088,2.0,3.0,1.0,2.0,2.0,16.4,16.0,15.2,14.0,4.0,3.0,4.0,4.0,22.5,21.0,24.0,22.5,4.0,3.0,5.0,3.0,8.25,15.75,10.5,15.75,1.0,3.0,3.0,3.0,9.0,5.5,8.0,7.0,1
8.0,7.0,61.076,-1.0,31.218811,31.94692,4.84,4.0,4.0,1.0,3.0,2.0,22.96,22.4,21.28,19.6,3.0,2.0,4.0,4.0,19.5,18.2,20.8,19.5,4.0,2.0,5.0,5.0,8.8,16.8,11.2,16.8,1.0,1.0,2.0,2.0,5.4,3.3,4.8,4.2,1
3.0,3.0,32.704002,27.647,41.468353,40.544834,4.059,5.0,5.0,2.0,2.0,2.0,26.24,25.6,24.32,22.4,5.0,1.0,5.0,3.0,21.0,19.6,22.4,21.0,3.0,2.0,4.0,1.0,5.5,10.5,7.0,10.5,3.0,5.0,1.0,2.0,9.9,6.05,8.8,7.7,2
8.0,7.0,53.766,-1.0,45.170544,50.019897,4.409,2.0,5.0,5.0,4.0,1.0,27.88,27.2,25.84,23.8,2.0,2.0,3.0,5.0,18.0,16.8,19.2,18.0,4.0,3.0,5.0,4.0,8.8,16.8,11.2,16.8,3.0,3.0,5.0,1.0,10.8,6.6,9.6,8.4,1
8.0,7.0,55.819,-1.0,38.44207,35.61297,4.647,3.0,3.0,5.0,5.0,2.0,29.52,28.8,27.36,25.2,3.0,5.0,1.0,4.0,19.5,18.2,20.8,19.5,5.0,5.0,5.0,5.0,11.0,21.0,14.0,21.0,5.0,3.0,5.0,1.0,12.6,7.7,11.2,9.8,0
7.5,7.0,57.683,-1.0,32.891994,34.693966,4.758,2.0,1.0,5.0,3.0,4.0,24.6,24.0,22.8,21.0,1.0,3.0,3.0,4.0,16.5,15.4,17.6,16.5,4.0,3.0,3.0,4.0,7.7,14.7,9.8,14.7,1.0,1.0,5.0,2.0,8.1,4.95,7.2,6.3,3
6.0,6.0,30.6,30.607,27.71,28.32,4.44,4.0,2.0,1.0,1.0,1.0,14.76,14.4,13.68,12.6,5.0,2.0,2.0,4.0,19.5,18.2,20.8,19.5,3.0,1.0,2.0,2.0,4.4,8.4,5.6,8.4,5.0,3.0,4.0,4.0,14.4,8.8,12.8,11.2,4
8.0,4.0,29.629,27.891,35.94476,39.463634,4.298,5.0,4.0,3.0,1.0,2.0,24.6,24.0,22.8,21.0,3.0,2.0,3.0,1.0,13.5,12.6,14.4,13.5,1.0,2.0,3.0,4.0,5.5,10.5,7.0,10.5,3.0,5.0,5.0,3.0,14.4,8.8,12.8,11.2,3
8.0,2.0,30.437,26.653,27.92432,42.61696,3.884,5.0,1.0,3.0,2.0,5.0,26.24,25.6,24.32,22.4,4.0,4.0,2.0,1.0,16.5,15.4,17.6,16.5,2.0,5.0,5.0,1.0,7.15,13.65,9.1,13.65,3.0,4.0,4.0,4.0,13.5,8.25,12.0,10.5,4
8.0,7.0,27.9,26.955,37.3425,35.765762,3.964,4.0,2.0,2.0,2.0,1.0,18.04,17.6,16.72,15.4,1.0,3.0,5.0,2.0,16.5,15.4,17.6,16.5,4.0,1.0,5.0,3.0,7.15,13.65,9.1,13.65,4.0,4.0,1.0,1.0,9.0,5.5,8.0,7.0,4
8.0,7.0,26.816,26.561,45.57266,42.12631,4.124,4.0,1.0,5.0,2.0,3.0,24.6,24.0,22.8,21.0,4.0,2.0,5.0,4.0,22.5,21.0,24.0,22.5,3.0,5.0,3.0,2.0,7.15,13.65,9.1,13.65,2.0,1.0,1.0,5.0,8.1,4.95,7.2,6.3,1
7.0,8.0,28.917,27.283,40.3882,42.38238,4.107,3.0,4.0,4.0,1.0,1.0,21.32,20.8,19.76,18.2,4.0,1.0,4.0,3.0,18.0,16.8,19.2,18.0,1.0,4.0,1.0,3.0,4.95,9.45,6.3,9.45,3.0,1.0,3.0,5.0,10.8,6.6,9.6,8.4,2
6.0,6.0,27.441,27.121,30.057173,29.422358,4.509,4.0,5.0,5.0,5.0,1.0,32.8,32.0,30.4,28.0,1.0,2.0,3.0,1.0,10.5,9.8,11.2,10.5,1.0,5.0,1.0,5.0,6.6,12.6,8.4,12.6,3.0,5.0,3.0,4.0,13.5,8.25,12.0,10.5,3
8.0,7.0,65.508,-1.0,35.006786,28.548176,4.938,1.0,3.0,4.0,5.0,4.0,27.88,27.2,25.84,23.8,2.0,3.0,2.0,3.0,15.0,14.0,16.0,15.0,5.0,1.0,2.0,2.0,5.5,10.5,7.0,10.5,4.0,5.0,5.0,4.0,16.2,9.9,14.4,12.6,3
3.0,6.0,32.35,31.049,37.687405,39.747643,4.669,4.0,1.0,2.0,5.0,1.0,21.32,20.8,19.76,18.2,5.0,1.0,1.0,3.0,15.0,14.0,16.0,15.0,2.0,2.0,5.0,1.0,5.5,10.5,7.0,10.5,2.0,1.0,1.0,1.0,4.5,2.75,4.0,3.5,3
6.0,3.0,27.329,-2.0,42.9,45.71,4.03,5.0,2.0,3.0,5.0,2.0,27.88,27.2,25.84,23.8,2.0,5.0,5.0,5.0,25.5,23.8,27.2,25.5,4.0,5.0,5.0,2.0,8.8,16.8,11.2,16.8,3.0,5.0,5.0,2.0,13.5,8.25,12.0,10.5,0
7.5,5.5,67.155,-1.0,32.882725,31.86799,4.579,1.0,5.0,2.0,4.0,1.0,21.32,20.8,19.76,18.2,3.0,4.0,4.0,4.0,22.5,21.0,24.0,22.5,5.0,3.0,4.0,2.0,7.7,14.7,9.8,14.7,2.0,2.0,5.0,4.0,11.7,7.15,10.4,9.1,0
8.0,7.0,28.851,29.373,36.54239,36.540108,4.442,2.0,2.0,4.0,2.0,5.0,24.6,24.0,22.8,21.0,4.0,3.0,4.0,3.0,21.0,19.6,22.4,21.0,1.0,2.0,1.0,4.0,4.4,8.4,5.6,8.4,2.0,1.0,4.0,2.0,8.1,4.95,7.2,6.3,2
8.0,7.0,61.108,-1.0,27.159218,22.549278,5.821,4.0,1.0,4.0,4.0,3.0,26.24,25.6,24.32,22.4,2.0,4.0,5.0,4.0,22.5,21.0,24.0,22.5,3.0,5.0,2.0,1.0,6.05,11.55,7.7,11.55,5.0,5.0,5.0,4.0,17.1,10.45,15.2,13.3,2
8.0,7.0,77.329,-1.0,32.009026,33.786972,5.25,3.0,5.0,4.0,4.0,1.0,27.88,27.2,25.84,23.8,2.0,1.0,1.0,3.0,10.5,9.8,11.2,10.5,4.0,5.0,4.0,5.0,9.9,18.9,12.6,18.9,1.0,5.0,2.0,4.0,10.8,6.6,9.6,8.4,3
7.0,3.0,33.462997,27.657,43.005104,47.291965,4.3,1.0,1.0,3.0,2.0,4.0,18.04,17.6,16.72,15.4,5.0,1.0,1.0,1.0,12.0,11.2,12.8,12.0,3.0,1.0,5.0,1.0,5.5,10.5,7.0,10.5,1.0,4.0,4.0,2.0,9.9,6.05,8.8,7.7,3
6.5,5.5,60.078,-1.0,-2.0,27.776026,5.23,4.0,5.0,4.0,1.0,5.0,31.16,30.4,28.88,26.6,3.0,3.0,1.0,4.0,16.5,15.4,17.6,16.5,3.0,4.0,5.0,3.0,8.25,15.75,10.5,15.75,1.0,3.0,5.0,4.0,11.7,7.15,10.4,9.1,3
6.5,7.0,50.94,-1.0,31.138077,29.432209,4.514,1.0,5.0,1.0,5.0,2.0,22.96,22.4,21.28,19.6,3.0,3.0,4.0,2.0,18.0,16.8,19.2,18.0,4.0,2.0,1.0,4.0,6.05,11.55,7.7,11.55,4.0,2.0,4.0,2.0,10.8,6.6,9.6,8.4,2
4.0,4.0,27.76,27.029,41.019978,39.124813,4.026,5.0,2.0,2.0,2.0,5.0,26.24,25.6,24.32,22.4,4.0,1.0,4.0,2.0,16.5,15.4,17.6,16.5,5.0,4.0,5.0,1.0,8.25,15.75,10.5,15.75,1.0,3.0,1.0,2.0,6.3,3.85,5.6,4.9,3
8.0,6.0,65.586,-1.0,43.374447,46.250237,4.489,4.0,2.0,4.0,2.0,1.0,21.32,20.8,19.76,18.2,5.0,5.0,1.0,5.0,24.0,22.4,25.6,24.0,1.0,1.0,4.0,2.0,4.4,8.4,5.6,8.4,4.0,5.0,1.0,2.0,10.8,6.6,9.6,8.4,2
7.0,8.0,30.314,27.362,39.409122,37.48702,4.654,3.0,3.0,2.0,1.0,4.0,21.32,20.8,19.76,18.2,1.0,3.0,1.0,2.0,10.5,9.8,11.2,10.5,2.0,3.0,4.0,2.0,6.05,11.55,7.7,11.55,5.0,3.0,4.0,2.0,12.6,7.7,11.2,9.8,3
7.5,7.0,71.56,-1.0,33.29223,32.300087,5.272,2.0,2.0,1.0,3.0,2.0,16.4,16.0,15.2,14.0,5.0,2.0,3.0,4.0,21.0,19.6,22.4,21.0,1.0,2.0,5.0,3.0,6.05,11.55,7.7,11.55,4.0,1.0,4.0,4.0,11.7,7.15,10.4,9.1,2
8.0,7.0,73.344,-1.0,23.84009,27.774395,5.315,2.0,2.0,5.0,1.0,5.0,24.6,24.0,22.8,21.0,1.0,5.0,2.0,1.0,13.5,12.6,14.4,13.5,1.0,1.0,2.0,3.0,3.85,7.35,4.9,7.35,1.0,1.0,3.0,2.0,6.3,3.85,5.6,4.9,3
8.0,7.0,77.329,-1.0,32.009026,33.786972,5.25,4.0,1.0,1.0,1.0,2.0,14.76,14.4,13.68,12.6,1.0,4.0,3.0,3.0,16.5,15.4,17.6,16.5,2.0,3.0,4.0,1.0,5.5,10.5,7.0,10.5,2.0,5.0,5.0,2.0,12.6,7.7,11.2,9.8,4
6.0,3.0,30.94,27.141,45.463757,44.424614,4.252,1.0,5.0,3.0,3.0,1.0,21.32,20.8,19.76,18.2,4.0,2.0,2.0,4.0,18.0,16.8,19.2,18.0,1.0,4.0,3.0,5.0,7.15,13.65,9.1,13.65,1.0,5.0,4.0,5.0,13.5,8.25,12.0,10.5,0
8.0,7.0,42.968,-1.0,36.54399,37.48702,4.456,1.0,2.0,4.0,2.0,2.0,18.04,17.6,16.72,15.4,5.0,3.0,3.0,5.0,24.0,22.4,25.6,24.0,3.0,1.0,4.0,5.0,7.15,13.65,9.1,13.65,4.0,2.0,1.0,4.0,9.9,6.05,8.8,7.7,1
8.0,7.0,82.28,-1.0,28.597296,33.786972,4.935,3.0,2.0,2.0,5.0,4.0,26.24,25.6,24.32,22.4,3.0,1.0,2.0,4.0,15.0,14.0,16.0,15.0,4.0,5.0,5.0,4.0,9.9,18.9,12.6,18.9,3.0,2.0,2.0,5.0,10.8,6.6,9.6,8.4,3
8.0,7.0,56.682,-1.0,31.138077,27.774395,4.755,1.0,2.0,5.0,1.0,2.0,18.04,17.6,16.72,15.4,4.0,2.0,3.0,3.0,18.0,16.8,19.2,18.0,2.0,5.0,1.0,1.0,4.95,9.45,6.3,9.45,4.0,5.0,3.0,5.0,15.3,9.35,13.6,11.9,2
7.5,7.0,60.355,-1.0,51.65059,37.32667,4.849,3.0,5.0,1.0,5.0,4.0,29.52,28.8,27.36,25.2,3.0,2.0,3.0,4.0,18.0,16.8,19.2,18.0,2.0,5.0,2.0,3.0,6.6,12.6,8.4,12.6,3.0,2.0,5.0,4.0,12.6,7.7,11.2,9.8,0
6.5,5.5,72.934,-1.0,26.892149,22.212488,5.383,1.0,2.0,1.0,3.0,4.0,18.04,17.6,16.72,15.4,2.0,3.0,3.0,2.0,15.0,14.0,16.0,15.0,2.0,3.0,4.0,5.0,7.7,14.7,9.8,14.7,1.0,5.0,4.0,4.0,12.6,7.7,11.2,9.8,3
6.5,5.0,53.19,-1.0,38.27955,39.437347,4.615,3.0,5.0,3.0,1.0,3.0,24.6,24.0,22.8,21.0,4.0,2.0,3.0,3.0,18.0,16.8,19.2,18.0,1.0,2.0,1.0,3.0,3.85,7.35,4.9,7.35,4.0,5.0,4.0,3.0,14.4,8.8,12.8,11.2,2
1.0,1.0,55.153,-1.0,37.572346,33.356144,5.205,4.0,3.0,3.0,2.0,3.0,24.6,24.0,22.8,21.0,5.0,1.0,5.0,3.0,21.0,19.6,22.4,21.0,1.0,3.0,3.0,1.0,4.4,8.4,5.6,8.4,1.0,3.0,3.0,4.0,9.9,6.05,8.8,7.7,2
8.0,5.0,27.247,25.438,49.509563,44.58578,3.977,2.0,3.0,2.0,2.0,1.0,16.4,16.0,15.2,14.0,2.0,3.0,4.0,4.0,19.5,18.2,20.8,19.5,3.0,2.0,5.0,1.0,6.05,11.55,7.7,11.55,4.0,1.0,3.0,3.0,9.9,6.05,8.8,7.7,2
6.0,6.5,67.298,-1.0,48.65324,20.90888,4.601,2.0,5.0,1.0,2.0,4.0,22.96,22.4,21.28,19.6,5.0,4.0,3.0,2.0,21.0,19.6,22.4,21.0,2.0,1.0,2.0,5.0,5.5,10.5,7.0,10.5,4.0,4.0,3.0,5.0,14.4,8.8,12.8,11.2,2
8.0,7.0,64.506,-1.0,36.54399,15.623096,4.71,3.0,5.0,2.0,5.0,2.0,27.88,27.2,25.84,23.8,2.0,3.0,1.0,2.0,12.0,11.2,12.8,12.0,5.0,3.0,4.0,2.0,7.7,14.7,9.8,14.7,5.0,3.0,5.0,2.0,13.5,8.25,12.0,10.5,3
8.0,7.0,54.535,-1.0,31.021046,29.721832,4.788,3.0,2.0,3.0,1.0,2.0,18.04,17.6,16.72,15.4,5.0,3.0,4.0,2.0,21.0,19.6,22.4,21.0,4.0,1.0,3.0,4.0,6.6,12.6,8.4,12.6,3.0,5.0,3.0,5.0,14.4,8.8,12.8,11.2,0
7.0,8.0,28.067,27.281,46.5149,47.578068,4.22,4.0,4.0,2.0,2.0,3.0,24.6,24.0,22.8,21.0,4.0,5.0,3.0,5.0,25.5,23.8,27.2,25.5,1.0,2.0,2.0,5.0,5.5,10.5,7.0,10.5,2.0,2.0,2.0,1.0,6.3,3.85,5.6,4.9,2
4.5,5.5,61.576,-1.0,45.23575,41.865574,4.749,1.0,5.0,1.0,4.0,2.0,21.32,20.8,19.76,18.2,3.0,3.0,3.0,3.0,18.0,16.8,19.2,18.0,5.0,2.0,3.0,1.0,6.05,11.55,7.7,11.55,1.0,5.0,4.0,1.0,9.9,6.05,8.8,7.7,2
7.0,8.0,26.204,26.415,40.3882,37.48702,4.123,3.0,1.0,1.0,3.0,5.0,21.32,20.8,19.76,18.2,3.0,4.0,1.0,1.0,13.5,12.6,14.4,13.5,2.0,3.0,4.0,3.0,6.6,12.6,8.4,12.6,1.0,1.0,2.0,1.0,4.5,2.75,4.0,3.5,3
8.0,6.5,71.721,-1.0,36.108376,30.969639,5.446,1.0,1.0,2.0,3.0,5.0,19.68,19.2,18.24,16.8,2.0,1.0,4.0,1.0,12.0,11.2,12.8,12.0,5.0,3.0,1.0,1.0,5.5,10.5,7.0,10.5,2.0,2.0,2.0,4.0,9.0,5.5,8.0,7.0,3
8.0,6.0,58.518,-1.0,36.54399,33.786972,4.643,3.0,1.0,1.0,4.0,3.0,19.68,19.2,18.24,16.8,5.0,4.0,3.0,2.0,21.0,19.6,22.4,21.0,3.0,4.0,1.0,2.0,5.5,10.5,7.0,10.5,3.0,5.0,3.0,2.0,11.7,7.15,10.4,9.1,2
7.5,6.5,59.867,-1.0,35.423336,34.6194,5.434,3.0,4.0,4.0,3.0,4.0,29.52,28.8,27.36,25.2,4.0,4.0,4.0,5.0,25.5,23.8,27.2,25.5,4.0,5.0,2.0,5.0,8.8,16.8,11.2,16.8,4.0,3.0,2.0,2.0,9.9,6.05,8.8,7.7,1
8.0,7.0,27.762,27.848,45.28,48.26,4.03,4.0,1.0,3.0,4.0,5.0,27.88,27.2,25.84,23.8,3.0,1.0,3.0,5.0,18.0,16.8,19.2,18.0,1.0,3.0,5.0,3.0,6.6,12.6,8.4,12.6,1.0,5.0,3.0,5.0,12.6,7.7,11.2,9.8,0
3.0,4.0,31.153,29.11,39.409122,36.54399,4.685,4.0,2.0,1.0,3.0,5.0,24.6,24.0,22.8,21.0,2.0,5.0,5.0,1.0,19.5,18.2,20.8,19.5,4.0,2.0,3.0,4.0,7.15,13.65,9.1,13.65,5.0,4.0,2.0,2.0,11.7,7.15,10.4,9.1,0
7.0,7.0,59.861,-1.0,21.623661,24.602924,5.554,5.0,5.0,3.0,2.0,3.0,29.52,28.8,27.36,25.2,3.0,2.0,5.0,3.0,19.5,18.2,20.8,19.5,1.0,5.0,2.0,2.0,5.5,10.5,7.0,10.5,2.0,2.0,4.0,3.0,9.9,6.05,8.8,7.7,2
