R1,R2,Rhythm,CTest1,CTest2,CScore,VJump1,VJump2,VJumpScore,30m,30mScore,PH1,PH2,PH3,PH4,PH5,PHTotal,PHA,PHB,PHV,PHF,Reac1,Reac2,Reac3,Reac4,RTotal,RA,RB,RV,RF,S1,S2,S3,S4,STotal,SA,SB,SV,SF,PS1,PS2,PS3,PS4,PSTotal,PSA,PSB,PSV,PSF,Branch
8,5.5,13.5,53.967,-1,35.27440399,29.43,29.43,1.651521325,4.739,8.452918231,3,1,4,1,2,44,18.04,17.6,16.72,15.4,1,1,5,2,45,13.5,12.6,14.4,13.5,1,1,5,1,40,4.4,8.4,5.6,8.4,3,3,3,2,55,9.9,6.05,8.8,7.7,C4
8,6.5,14.5,53.994,-1,35.25052965,44.424614,34.693966,6.081632376,4.805,7.713007629,2,4,3,5,1,60,24.6,24,22.8,21,2,2,2,5,55,16.5,15.4,17.6,16.5,5,1,5,4,75,8.25,15.75,10.5,15.75,4,4,4,2,70,12.6,7.7,11.2,9.8,C4
8,7,15,27.9,26.955,35.22753239,37.3425,35.765762,2.557115853,3.964,11.59090966,4,2,2,2,1,44,18.04,17.6,16.72,15.4,1,3,5,2,55,16.5,15.4,17.6,16.5,4,1,5,3,65,7.15,13.65,9.1,13.65,4,4,1,1,50,9,5.5,8,7,C5
4,6,10,27.671,26.613,35.10637164,40.93,47.59,6.710598469,3.83,12.70588517,5,1,3,2,1,48,19.68,19.2,18.24,16.8,3,5,3,1,60,18,16.8,19.2,18,2,4,4,1,55,6.05,11.55,7.7,11.55,3,4,1,1,45,8.1,4.95,7.2,6.3,C3
8,7,15,54.169,-1,35.09579033,42.38238,26.164635,5.478261113,4.803,7.73542732,2,4,2,4,5,68,27.88,27.2,25.84,23.8,2,1,1,5,45,13.5,12.6,14.4,13.5,5,2,4,2,65,7.15,13.65,9.1,13.65,1,1,1,2,25,4.5,2.75,4,3.5,C4
3,4,7,31.153,29.11,35.09044468,39.409122,36.54399,6.268626451,4.685,7.79301703,4,2,1,3,5,60,24.6,24,22.8,21,2,5,5,1,65,19.5,18.2,20.8,19.5,4,2,3,4,65,7.15,13.65,9.1,13.65,5,4,2,2,65,11.7,7.15,10.4,9.1,C1
6,6,12,54.213,-1,35.0568822,45.463757,36.54399,6.38864398,4.594,10.07847816,1,5,5,2,2,60,24.6,24,22.8,21,5,1,5,1,60,18,16.8,19.2,18,2,3,3,1,45,4.95,9.45,6.3,9.45,1,2,1,5,45,8.1,4.95,7.2,6.3,C3
8,7,15,27.7,26.99,35.04608363,37.617424,41.903694,3.980191052,4.428,5.387700051,1,2,5,4,5,68,27.88,27.2,25.84,23.8,4,1,1,5,55,16.5,15.4,17.6,16.5,1,1,3,4,45,4.95,9.45,6.3,9.45,3,3,3,2,55,9.9,6.05,8.8,7.7,C5
6,3,9,30.587,26.994,35.02534747,36.6403,38.199856,2.824608088,4.042,10.54813117,5,4,5,2,1,68,27.88,27.2,25.84,23.8,3,5,1,2,55,16.5,15.4,17.6,16.5,2,2,1,2,35,3.85,7.35,4.9,7.35,5,1,2,1,45,8.1,4.95,7.2,6.3,C4
7,6,13,66.661,-1,35,-2,26.805635,5.5,5.088,8.5,2,3,1,2,2,40,16.4,16,15.2,14,4,3,4,4,75,22.5,21,24,22.5,4,3,5,3,75,8.25,15.75,10.5,15.75,1,3,3,3,50,9,5.5,8,7,C2
4.5,6,10.5,56.782,-1,35,49.970734,45.84228,8,4.31,13,2,4,2,1,4,52,21.32,20.8,19.76,18.2,4,1,1,4,50,15,14,16,15,2,2,4,5,65,7.15,13.65,9.1,13.65,1,2,4,2,45,8.1,4.95,7.2,6.3,C4
0,0,0,67.504,-1,35,44.875908,45.251984,7,4.794,6.5,1,5,2,1,4,52,21.32,20.8,19.76,18.2,1,5,2,3,55,16.5,15.4,17.6,16.5,1,5,2,2,50,5.5,10.5,7,10.5,2,5,2,1,50,9,5.5,8,7,C5
7,7,14,56.73,-1,35,31.198896,31.919764,3.5,5.561,1,3,1,3,3,4,56,22.96,22.4,21.28,19.6,4,4,4,3,75,22.5,21,24,22.5,2,4,1,1,40,4.4,8.4,5.6,8.4,4,1,5,1,55,9.9,6.05,8.8,7.7,C3
8,6.5,14.5,56.864,-1,35,43.945805,51.117577,8.5,4.552,9.5,2,3,1,4,5,60,24.6,24,22.8,21,4,1,1,3,45,13.5,12.6,14.4,13.5,1,3,3,3,50,5.5,10.5,7,10.5,4,5,5,4,90,16.2,9.9,14.4,12.6,C4
7,5,12,56.488,-1,35,40.23369,41.67109,6,4.744,7.5,1,5,5,3,1,60,24.6,24,22.8,21,5,3,1,2,55,16.5,15.4,17.6,16.5,1,5,4,5,75,8.25,15.75,10.5,15.75,5,5,4,4,90,16.2,9.9,14.4,12.6,C4
6.5,6.5,13,56.525,-1,35,35.57902,34.888966,4.5,4.904,5.5,1,5,3,5,1,60,24.6,24,22.8,21,2,2,5,5,70,21,19.6,22.4,21,3,2,5,4,70,7.7,14.7,9.8,14.7,4,2,1,4,55,9.9,6.05,8.8,7.7,C2
3,2.5,5.5,56.992,-1,35,50.31759,35.996025,8.5,4.68,8,4,4,5,3,2,72,29.52,28.8,27.36,25.2,1,2,4,4,55,16.5,15.4,17.6,16.5,4,4,5,2,75,8.25,15.75,10.5,15.75,3,5,5,1,70,12.6,7.7,11.2,9.8,C4
7,6.5,13.5,56.492,-1,35,37.275547,32.914474,5,4.555,9.5,5,2,5,4,4,80,32.8,32,30.4,28,2,1,3,4,50,15,14,16,15,3,4,2,2,55,6.05,11.55,7.7,11.55,5,1,2,1,45,8.1,4.95,7.2,6.3,C4
7.5,6.5,14,56.459,-1,35,-2,31.11176,3.5,4.762,7,4,5,5,2,5,84,34.44,33.6,31.92,29.4,4,2,3,3,60,18,16.8,19.2,18,2,5,2,2,55,6.05,11.55,7.7,11.55,2,4,3,5,70,12.6,7.7,11.2,9.8,C3
4,2.5,6.5,56.268,-1,35,47.694527,48.09127,8,4.605,9,5,5,5,4,2,84,34.44,33.6,31.92,29.4,1,1,5,5,60,18,16.8,19.2,18,3,4,5,2,70,7.7,14.7,9.8,14.7,1,2,5,2,50,9,5.5,8,7,C2
7,2,9,27.183,26.999,34.99941856,41.87489,37.55688,3.971204162,4.251,7.754011452,5,4,3,2,1,60,24.6,24,22.8,21,5,5,4,5,95,28.5,26.6,30.4,28.5,3,5,4,2,70,7.7,14.7,9.8,14.7,2,4,5,5,80,14.4,8.8,12.8,11.2,C1
8,7,15,67.274,-1,34.91239965,32.009026,24.602924,4.769653678,4.69,14.25619841,2,5,3,3,5,72,29.52,28.8,27.36,25.2,1,5,3,3,60,18,16.8,19.2,18,4,1,4,1,50,5.5,10.5,7,10.5,3,1,3,2,45,8.1,4.95,7.2,6.3,C3
5,4,9,26.111,26.638,34.84899223,42.38238,36.54399,4.697701335,3.85,13.86904836,3,2,2,5,3,60,24.6,24,22.8,21,1,2,3,3,45,13.5,12.6,14.4,13.5,5,5,2,1,65,7.15,13.65,9.1,13.65,3,4,3,2,60,10.8,6.6,9.6,8.4,C4
4,4,8,27.76,27.029,34.84389603,41.019978,39.124813,3.704474866,4.026,10.76203197,5,2,2,2,5,64,26.24,25.6,24.32,22.4,4,1,4,2,55,16.5,15.4,17.6,16.5,5,4,5,1,75,8.25,15.75,10.5,15.75,1,3,1,2,35,6.3,3.85,5.6,4.9,C4
6,7,13,27.03,28.728,34.83870596,42.146004,41.945705,4.055790603,4.06,10.30748785,5,4,4,4,5,88,36.08,35.2,33.44,30.8,4,4,4,3,75,22.5,21,24,22.5,1,5,5,3,70,7.7,14.7,9.8,14.7,5,2,3,3,65,11.7,7.15,10.4,9.1,C1
7,8,15,29.41,29.19,34.83405232,27.774395,26.164635,2.470589131,4.508,10.0000003,5,3,4,5,5,88,36.08,35.2,33.44,30.8,4,1,1,4,50,15,14,16,15,1,2,4,2,45,4.95,9.45,6.3,9.45,4,3,2,1,50,9,5.5,8,7,C4
8,7,15,31.004,29.735,34.83344078,32.197475,29.050236,2.228296995,4.512,9.771782756,1,2,5,3,2,52,21.32,20.8,19.76,18.2,5,4,2,4,75,22.5,21,24,22.5,4,1,3,5,65,7.15,13.65,9.1,13.65,5,5,4,5,95,17.1,10.45,15.2,13.3,C1
8,2,10,27.042,27.235,34.77649748,34.807796,36.87457,2.411123663,4.318,6.858290434,3,5,3,1,3,60,24.6,24,22.8,21,3,4,5,3,75,22.5,21,24,22.5,4,3,2,4,65,7.15,13.65,9.1,13.65,2,4,2,1,45,8.1,4.95,7.2,6.3,C2
5,5,10,37.231,29.222,34.73149806,31.138077,33.786972,4.433333278,4.473,10.43640733,3,4,2,5,2,64,26.24,25.6,24.32,22.4,3,4,5,5,85,25.5,23.8,27.2,25.5,2,4,2,2,50,5.5,10.5,7,10.5,1,2,5,4,60,10.8,6.6,9.6,8.4,C3
7,8,15,26.16,26.649,34.64345455,40.3882,43.397495,5.024145842,4.043,10.9970203,1,2,2,5,4,56,22.96,22.4,21.28,19.6,1,3,5,5,70,21,19.6,22.4,21,3,1,1,4,45,4.95,9.45,6.3,9.45,4,4,5,5,90,16.2,9.9,14.4,12.6,C3
5,5,10,31.1,29.804,34.61242676,33.51786,35.422676,3.267741501,4.444,10.6182602,3,4,2,1,3,52,21.32,20.8,19.76,18.2,3,5,3,4,75,22.5,21,24,22.5,1,3,2,1,35,3.85,7.35,4.9,7.35,3,1,5,1,50,9,5.5,8,7,C3
8,6,14,27.078,29.99,34.58986402,40.519,34.588,3.548172116,4.252,7.740643322,5,2,5,4,1,68,27.88,27.2,25.84,23.8,4,4,2,5,75,22.5,21,24,22.5,3,5,3,2,65,7.15,13.65,9.1,13.65,4,3,5,4,80,14.4,8.8,12.8,11.2,C1
3,3,6,37.644,29.816,34.57399338,30.846535,28.319342,1.792904586,4.334,11.98755026,5,2,2,3,1,52,21.32,20.8,19.76,18.2,4,5,2,4,75,22.5,21,24,22.5,4,3,1,4,60,6.6,12.6,8.4,12.6,3,1,3,2,45,8.1,4.95,7.2,6.3,C2
5,2,7,27.086,27.375,34.54838365,37.936035,37.125366,2.742297053,4.236,7.954544127,2,2,2,1,3,40,16.4,16,15.2,14,4,5,1,3,65,19.5,18.2,20.8,19.5,2,5,5,1,65,7.15,13.65,9.1,13.65,3,4,3,3,65,11.7,7.15,10.4,9.1,C1
4,3,7,27.297,27.088,34.5380196,41.341972,41.96048,3.997907937,3.85,13.11497569,2,2,2,4,5,60,24.6,24,22.8,21,1,4,3,2,50,15,14,16,15,2,2,5,2,55,6.05,11.55,7.7,11.55,3,1,3,1,40,7.2,4.4,6.4,5.6,C4
4.5,5.5,10,54.805,-1,34.53342229,32.009026,23.84009,2.413486093,5.044,5.033631474,4,2,1,2,4,52,21.32,20.8,19.76,18.2,5,5,2,1,65,19.5,18.2,20.8,19.5,5,4,5,1,75,8.25,15.75,10.5,15.75,3,4,5,1,65,11.7,7.15,10.4,9.1,C1
6,6,12,34.439,29.287,34.52317894,29.432209,39.409122,6.268626451,4.427,11.00997359,5,5,5,5,4,96,39.36,38.4,36.48,33.6,2,3,4,3,60,18,16.8,19.2,18,2,2,1,2,35,3.85,7.35,4.9,7.35,4,4,2,2,60,10.8,6.6,9.6,8.4,C3
3,7,10,27.742,26.192,34.50922877,32.891994,36.54399,2.820165753,4.19,8.80952239,1,4,5,4,5,76,31.16,30.4,28.88,26.6,1,1,4,1,35,10.5,9.8,11.2,10.5,4,5,1,1,55,6.05,11.55,7.7,11.55,3,4,5,3,75,13.5,8.25,12,10.5,C4
7,8,15,26.204,26.415,34.45888907,40.3882,37.48702,4.056403041,4.123,9.806545079,3,1,1,3,5,52,21.32,20.8,19.76,18.2,3,4,1,1,45,13.5,12.6,14.4,13.5,2,3,4,3,60,6.6,12.6,8.4,12.6,1,1,2,1,25,4.5,2.75,4,3.5,C4
7.5,7,14.5,54.9,-1,34.44942087,33.786972,32.891994,2.938774824,4.948,6.109866947,5,4,2,2,3,64,26.24,25.6,24.32,22.4,4,4,1,3,60,18,16.8,19.2,18,2,3,1,1,35,3.85,7.35,4.9,7.35,4,1,1,3,45,8.1,4.95,7.2,6.3,C3
8,7,15,28.692,27.115,34.39804047,42.8635,45.610493,5.136697888,3.867,12.8877005,3,5,2,1,1,48,19.68,19.2,18.24,16.8,1,5,4,3,65,19.5,18.2,20.8,19.5,5,1,3,5,70,7.7,14.7,9.8,14.7,1,4,5,1,55,9.9,6.05,8.8,7.7,C2
6,4,10,30.632,28.965,34.39161658,33.786972,43.397495,4.647060633,4.009,13.80078882,3,3,3,3,1,52,21.32,20.8,19.76,18.2,1,3,2,5,55,16.5,15.4,17.6,16.5,3,1,1,2,35,3.85,7.35,4.9,7.35,3,5,5,2,75,13.5,8.25,12,10.5,C4
3,5,8,34.58,32.85,34.3834734,38.68,40.35,9.698200822,4.57,13.69127423,4,3,5,3,4,76,31.16,30.4,28.88,26.6,2,4,3,3,60,18,16.8,19.2,18,1,5,3,1,50,5.5,10.5,7,10.5,1,3,1,1,30,5.4,3.3,4.8,4.2,C3
8,7,15,29.216,27.118,34.38248634,44.793022,45.5226,5.109274983,4.332,6.671125442,2,4,3,4,3,64,26.24,25.6,24.32,22.4,2,3,2,4,55,16.5,15.4,17.6,16.5,3,1,3,1,40,4.4,8.4,5.6,8.4,1,5,4,1,55,9.9,6.05,8.8,7.7,C5
6,6,12,27.441,27.121,34.36693221,30.057173,29.422358,0.284122881,4.509,4.304814041,4,5,5,5,1,80,32.8,32,30.4,28,1,2,3,1,35,10.5,9.8,11.2,10.5,1,5,1,5,60,6.6,12.6,8.4,12.6,3,5,3,4,75,13.5,8.25,12,10.5,C4
7.5,6.5,14,54.998,-1,34.36276674,31.26176,18.169884,2.192709148,4.792,7.858748138,5,2,5,1,1,56,22.96,22.4,21.28,19.6,4,5,2,3,70,21,19.6,22.4,21,1,4,2,5,60,6.6,12.6,8.4,12.6,3,5,1,2,55,9.9,6.05,8.8,7.7,C2
7,6.5,13.5,55.031,-1,34.33358967,36.54399,38.44207,4.314108789,4.9,6.647982448,1,4,3,3,4,60,24.6,24,22.8,21,2,2,5,5,70,21,19.6,22.4,21,4,4,2,1,55,6.05,11.55,7.7,11.55,1,5,2,4,60,10.8,6.6,9.6,8.4,C3
8,7,15,27.62,27.128,34.33064193,42.892494,42.15362,4.288692772,4.172,8.81016165,5,5,5,3,3,84,34.44,33.6,31.92,29.4,1,5,5,2,65,19.5,18.2,20.8,19.5,4,2,2,5,65,7.15,13.65,9.1,13.65,3,3,2,5,65,11.7,7.15,10.4,9.1,C1
8,7,15,27.442,27.134,34.29953367,50.318527,50.76814,6.745862961,4.043,10.53475678,2,5,3,2,4,64,26.24,25.6,24.32,22.4,1,3,1,5,50,15,14,16,15,1,1,3,5,50,5.5,10.5,7,10.5,4,1,4,4,65,11.7,7.15,10.4,9.1,C4
4,4,8,27.59,27.136,34.28917229,39.526817,39.902756,3.35590601,4.236,7.954544127,5,1,3,5,4,72,29.52,28.8,27.36,25.2,1,2,5,5,65,19.5,18.2,20.8,19.5,4,3,1,4,60,6.6,12.6,8.4,12.6,4,2,1,1,40,7.2,4.4,6.4,5.6,C2
5,5,10,27.355,26.255,34.24496949,27.774395,35.61297,2.520763278,4.154,9.345240891,3,5,2,4,2,64,26.24,25.6,24.32,22.4,3,1,2,4,50,15,14,16,15,3,1,4,3,55,6.05,11.55,7.7,11.55,5,2,5,1,65,11.7,7.15,10.4,9.1,C4
6.5,6,12.5,55.147,-1,34.23101932,27.774395,31.138077,2.15616703,4.609,9.910313487,2,2,2,5,5,64,26.24,25.6,24.32,22.4,4,4,3,3,70,21,19.6,22.4,21,4,5,2,2,65,7.15,13.65,9.1,13.65,2,4,5,3,70,12.6,7.7,11.2,9.8,C1
8,7,15,55.235,-1,34.15320575,44.424614,46.5149,6.699200869,4.352,12.79147893,4,1,2,5,2,56,22.96,22.4,21.28,19.6,5,4,5,2,80,24,22.4,25.6,24,3,5,4,3,75,8.25,15.75,10.5,15.75,2,2,1,1,30,5.4,3.3,4.8,4.2,C2
8,3,11,28.154,27.167,34.12845701,36.02765,33.833324,2.146887928,4.348,6.457217932,4,5,4,3,3,76,31.16,30.4,28.88,26.6,1,3,5,1,50,15,14,16,15,2,2,1,1,30,3.3,6.3,4.2,6.3,3,3,2,3,55,9.9,6.05,8.8,7.7,C4
7,8,15,31.266,29.415,34.11294848,21.623661,30.279137,3.28823626,5.005,3.802990168,5,5,4,5,2,84,34.44,33.6,31.92,29.4,3,2,2,1,40,12,11.2,12.8,12,2,5,2,4,65,7.15,13.65,9.1,13.65,3,1,1,4,45,8.1,4.95,7.2,6.3,C4
7,8,15,28.273,26.303,34.0436241,46.5149,45.463757,6.02665484,4.429,5.252978057,1,5,5,3,3,68,27.88,27.2,25.84,23.8,3,3,4,3,65,19.5,18.2,20.8,19.5,3,2,5,4,70,7.7,14.7,9.8,14.7,5,3,3,3,70,12.6,7.7,11.2,9.8,C1
8,7,15,55.363,-1,34.04002726,32.009026,43.397495,5.778173208,4.805,7.713007629,4,5,1,2,1,52,21.32,20.8,19.76,18.2,1,1,1,1,20,6,5.6,6.4,6,5,2,5,4,80,8.8,16.8,11.2,16.8,2,1,5,5,65,11.7,7.15,10.4,9.1,C4
3,4,7,27.52,27.19,34.00921136,41.3686,42.608578,4.200111926,4.173,8.79679352,4,3,4,2,5,72,29.52,28.8,27.36,25.2,2,3,3,2,50,15,14,16,15,5,4,2,3,70,7.7,14.7,9.8,14.7,1,2,5,5,65,11.7,7.15,10.4,9.1,C4
5.5,5.5,11,67.346,-1,34,22.58094,24.071589,5,5.674,1,3,1,2,1,5,48,19.68,19.2,18.24,16.8,3,5,5,5,90,27,25.2,28.8,27,3,3,1,3,50,5.5,10.5,7,10.5,1,5,2,3,55,9.9,6.05,8.8,7.7,C3
7.5,6,13.5,57.969,-1,34,33.76304,37.96263,5,4.889,5.5,2,2,4,2,3,52,21.32,20.8,19.76,18.2,2,1,1,2,30,9,8.4,9.6,9,5,3,1,4,65,7.15,13.65,9.1,13.65,2,2,5,5,70,12.6,7.7,11.2,9.8,C4
7.5,7,14.5,57.402,-1,34,37.866642,36.09547,5,4.356,12,2,3,5,2,1,52,21.32,20.8,19.76,18.2,3,1,2,5,55,16.5,15.4,17.6,16.5,3,5,3,3,70,7.7,14.7,9.8,14.7,1,1,1,3,30,5.4,3.3,4.8,4.2,C5
6,6,12,67.77,-1,34,32.246243,37.24,8,5.402,4.5,3,5,1,2,3,56,22.96,22.4,21.28,19.6,1,1,3,5,50,15,14,16,15,1,1,3,1,30,3.3,6.3,4.2,6.3,3,5,5,1,70,12.6,7.7,11.2,9.8,C4
6.5,3.5,10,57.938,-1,34,55.83224,47.601433,9.5,4.934,5,2,2,5,1,4,56,22.96,22.4,21.28,19.6,2,3,4,4,65,19.5,18.2,20.8,19.5,3,1,5,4,65,7.15,13.65,9.1,13.65,2,3,5,2,60,10.8,6.6,9.6,8.4,C2
6.5,6.5,13,57.257,-1,34,51.329624,-2,8.5,4.407,11.5,3,1,5,2,4,60,24.6,24,22.8,21,5,2,1,3,55,16.5,15.4,17.6,16.5,2,1,5,3,55,6.05,11.55,7.7,11.55,3,2,3,1,45,8.1,4.95,7.2,6.3,C4
7.5,6.5,14,57.73,-1,34,43.799274,43.86672,6.5,4.534,10,3,4,4,2,2,60,24.6,24,22.8,21,5,1,2,5,65,19.5,18.2,20.8,19.5,5,1,4,2,60,6.6,12.6,8.4,12.6,2,4,3,2,55,9.9,6.05,8.8,7.7,C2
8,7,15,57.872,-1,34,37.671906,36.30984,5,4.639,8.5,2,4,1,5,4,64,26.24,25.6,24.32,22.4,1,2,4,3,50,15,14,16,15,3,5,5,1,70,7.7,14.7,9.8,14.7,5,2,4,5,80,14.4,8.8,12.8,11.2,C4
6.5,5.5,12,57.553,-1,34,41.85684,42.22453,6.5,4.379,12,4,4,1,2,5,64,26.24,25.6,24.32,22.4,1,3,3,4,55,16.5,15.4,17.6,16.5,1,3,1,3,40,4.4,8.4,5.6,8.4,2,1,1,2,30,5.4,3.3,4.8,4.2,C4
7,6.5,13.5,67.118,-1,34,33.392597,35.212387,7.5,5.317,5.5,5,2,1,5,4,68,27.88,27.2,25.84,23.8,1,1,4,3,45,13.5,12.6,14.4,13.5,4,3,3,5,75,8.25,15.75,10.5,15.75,4,5,4,1,70,12.6,7.7,11.2,9.8,C4
7.5,6.5,14,67.599,-1,34,0,24.11909,5,5.61,2,4,3,5,4,5,84,34.44,33.6,31.92,29.4,3,2,5,4,70,21,19.6,22.4,21,4,5,2,1,60,6.6,12.6,8.4,12.6,4,3,2,4,65,11.7,7.15,10.4,9.1,C1
6.5,6,12.5,68.443,-1,33.97768199,43.397495,32.891994,10,4.884,12.06987441,5,1,2,5,5,72,29.52,28.8,27.36,25.2,3,5,1,5,70,21,19.6,22.4,21,2,2,3,2,45,4.95,9.45,6.3,9.45,1,2,5,3,55,9.9,6.05,8.8,7.7,C3
3.5,2,5.5,55.458,-1,33.95602316,44.424614,-2,6.081632376,4.488,11.26681924,4,4,5,4,5,88,36.08,35.2,33.44,30.8,5,2,2,1,50,15,14,16,15,1,1,2,1,25,2.75,5.25,3.5,5.25,2,1,2,2,35,6.3,3.85,5.6,4.9,C4
8,3,11,27.203,28.66,33.94182354,37.51143,34.29769,2.609821558,4.156,9.024062455,4,1,1,5,4,60,24.6,24,22.8,21,2,5,5,4,80,24,22.4,25.6,24,4,3,3,3,65,7.15,13.65,9.1,13.65,5,1,5,5,80,14.4,8.8,12.8,11.2,C1
8,7,15,30.04,30.249,33.85650247,33.20374,34.48325,2.964975238,4.444,10.6182602,5,2,1,4,2,56,22.96,22.4,21.28,19.6,2,5,2,2,55,16.5,15.4,17.6,16.5,4,1,4,3,60,6.6,12.6,8.4,12.6,3,5,4,3,75,13.5,8.25,12,10.5,C4
8,7,15,68.667,-1,33.79857481,32.891994,26.963509,5.175172091,5.09,9.748308063,2,4,3,1,5,60,24.6,24,22.8,21,4,3,1,4,60,18,16.8,19.2,18,5,3,2,3,65,7.15,13.65,9.1,13.65,3,5,5,5,90,16.2,9.9,14.4,12.6,C1
4,1,5,27.314,27.234,33.78110826,42.18382,39.107773,4.067588747,4.089,9.919783473,5,4,5,3,3,80,32.8,32,30.4,28,1,3,3,2,45,13.5,12.6,14.4,13.5,3,3,1,4,55,6.05,11.55,7.7,11.55,4,4,2,5,75,13.5,8.25,12,10.5,C4
5.5,3,8.5,55.716,-1,33.72789323,42.38238,50.839634,7.976929545,4.212,14.36098963,2,3,3,1,5,56,22.96,22.4,21.28,19.6,1,1,4,3,45,13.5,12.6,14.4,13.5,5,2,5,1,65,7.15,13.65,9.1,13.65,3,2,3,3,55,9.9,6.05,8.8,7.7,C4
6.5,7,13.5,55.743,-1,33.70401889,38.44207,31.138077,4.314108789,4.497,11.16591901,3,5,1,4,5,72,29.52,28.8,27.36,25.2,2,4,2,2,50,15,14,16,15,3,3,2,3,55,6.05,11.55,7.7,11.55,3,1,4,3,55,9.9,6.05,8.8,7.7,C4
7,8,15,30.183,29.544,33.69951814,32.009026,32.009026,3.852940798,4.461,10.58603436,2,1,2,5,4,56,22.96,22.4,21.28,19.6,3,2,4,5,70,21,19.6,22.4,21,4,1,5,5,75,8.25,15.75,10.5,15.75,2,5,4,1,60,10.8,6.6,9.6,8.4,C2
4,6,10,26.395,26.993,33.65771592,39.409122,33.786972,3.741547465,3.928,12.70833313,1,4,4,2,4,60,24.6,24,22.8,21,5,3,2,3,65,19.5,18.2,20.8,19.5,1,3,4,3,55,6.05,11.55,7.7,11.55,3,4,2,2,55,9.9,6.05,8.8,7.7,C3
7,7,14,29.558,29.861,33.65465015,33.786972,32.009026,4.433333278,4.382,11.57107115,4,4,1,3,2,56,22.96,22.4,21.28,19.6,1,1,3,5,50,15,14,16,15,5,4,3,1,65,7.15,13.65,9.1,13.65,2,1,3,1,35,6.3,3.85,5.6,4.9,C4
6,7,13,27.26,27.7,33.64631116,50.484,36.977,6.657212973,4.2,8.435831666,5,5,5,4,3,88,36.08,35.2,33.44,30.8,1,4,3,2,50,15,14,16,15,1,2,4,5,60,6.6,12.6,8.4,12.6,3,4,3,3,65,11.7,7.15,10.4,9.1,C4
8,7,15,55.819,-1,33.63681883,38.44207,35.61297,4.314108789,4.647,9.484308064,3,3,5,5,2,72,29.52,28.8,27.36,25.2,3,5,1,4,65,19.5,18.2,20.8,19.5,5,5,5,5,100,11,21,14,21,5,3,5,1,70,12.6,7.7,11.2,9.8,C1
6,3,9,27.262,27.394,33.63594711,42.958363,42.15046,4.30924356,3.932,12.01871842,4,5,3,5,3,80,32.8,32,30.4,28,4,3,4,5,80,24,22.4,25.6,24,5,5,2,3,75,8.25,15.75,10.5,15.75,2,2,2,5,55,9.9,6.05,8.8,7.7,C2
6,5,11,55.829,-1,33.62797827,38.44207,32.891994,4.314108789,4.915,6.479822248,3,4,2,4,5,72,29.52,28.8,27.36,25.2,3,1,1,3,40,12,11.2,12.8,12,1,4,4,3,60,6.6,12.6,8.4,12.6,2,2,3,1,40,7.2,4.4,6.4,5.6,C4
6,6.5,12.5,68.884,-1,33.6250627,26.164635,-2,2.085518688,5.422,6.006762385,3,4,4,2,1,56,22.96,22.4,21.28,19.6,5,4,3,3,75,22.5,21,24,22.5,4,1,5,3,65,7.15,13.65,9.1,13.65,3,1,5,5,70,12.6,7.7,11.2,9.8,C1
8,6,14,55.843,-1,33.61559719,28.597296,32.891994,2.674356401,4.909,6.547087133,4,4,5,4,1,72,29.52,28.8,27.36,25.2,5,3,1,4,65,19.5,18.2,20.8,19.5,2,4,4,1,55,6.05,11.55,7.7,11.55,5,4,3,3,75,13.5,8.25,12,10.5,C3
5,8,13,29.576,32.917,33.59696388,28.597296,28.597296,2.739216685,4.717,7.394013852,2,1,2,4,5,56,22.96,22.4,21.28,19.6,3,4,4,3,70,21,19.6,22.4,21,5,5,4,1,75,8.25,15.75,10.5,15.75,4,3,2,2,55,9.9,6.05,8.8,7.7,C2
7,6,13,30.938,30.122,33.59385252,34.567432,40.093075,4.772956371,4.75,6.809128225,5,3,5,3,3,76,31.16,30.4,28.88,26.6,5,3,4,1,65,19.5,18.2,20.8,19.5,3,4,4,2,65,7.15,13.65,9.1,13.65,4,5,3,5,85,15.3,9.35,13.6,11.9,C1
7,8,15,32.642,29.577,33.59375864,46.5149,41.379276,8.588234782,4.14,14.58852857,2,4,3,4,4,68,27.88,27.2,25.84,23.8,1,1,1,5,40,12,11.2,12.8,12,1,2,2,3,40,4.4,8.4,5.6,8.4,3,5,2,1,55,9.9,6.05,8.8,7.7,C4
7,7,14,30.138,30.591,33.54260087,26.161575,28.07031,0.898159966,4.959,4.207466841,3,1,5,2,3,56,22.96,22.4,21.28,19.6,1,2,2,3,40,12,11.2,12.8,12,3,4,2,4,65,7.15,13.65,9.1,13.65,2,5,5,5,85,15.3,9.35,13.6,11.9,C4
7,7,14,27.282,27.969,33.53225827,34.596603,40.158863,3.435810506,4.362,6.27005294,2,4,5,5,2,72,29.52,28.8,27.36,25.2,4,1,5,4,70,21,19.6,22.4,21,4,5,3,2,70,7.7,14.7,9.8,14.7,2,3,1,3,45,8.1,4.95,7.2,6.3,C2
7,7,14,28.308,27.291,33.48559588,44.529167,37.83695,4.799328446,4.235,7.967912257,1,3,1,3,4,48,19.68,19.2,18.24,16.8,3,1,1,3,40,12,11.2,12.8,12,4,3,3,3,65,7.15,13.65,9.1,13.65,5,3,5,5,90,16.2,9.9,14.4,12.6,C4
